Year,Ward,Sub,PctVoted
2006,4,21,0.3081155433287483
2006,4,22,0.7799227799227799
2006,4,23,0.4541062801932367
2006,4,24,0.3545454545454545
2006,4,25,0.518324607329843
2006,4,26,0.4745762711864407
2006,4,27,0.3218855218855219
2006,4,28,0.3646833013435701
2006,4,29,0.3975121687398594
2006,4,30,0.3748733535967578
2006,4,31,0.3739230327398047
2006,4,32,0.3608130999435347
2006,4,33,0.5489614243323442
2006,4,34,0.3919659160073037
2006,4,35,0.4640883977900552
2006,4,36,0.1875
2006,5,1,0.427519818799547
2006,5,2,0.6186046511627907
2006,5,3,0.3663043478260869
2006,5,4,0.354140127388535
2006,5,5,0.2432432432432432
2006,5,6,0.4092664092664093
2006,5,7,0.4421487603305785
2006,5,8,0.4774774774774775
2006,5,9,0.3333333333333333
2006,5,10,0.2745098039215686
2006,5,11,0.3403508771929824
2006,5,12,1.0
2006,5,13,0.57856093979442
2006,5,14,0.5914221218961625
2006,5,15,0.3795774647887324
2006,5,16,0.3772151898734177
2006,5,17,0.3883129123468426
2006,5,18,0.4179531160663236
2006,5,19,0.3657760814249364
2006,5,20,0.3599328013439731
2006,5,21,0.3779661016949152
2006,5,22,0.3506849315068493
2006,5,24,0.2963562753036437
2006,5,25,0.3777777777777777
2006,5,26,0.3938461538461538
2006,5,27,0.3950361944157187
2006,5,28,0.4577020202020202
2006,5,29,0.3700906344410876
2006,5,30,0.3809523809523809
2006,5,31,0.465533522190746
2006,5,32,0.416036308623298
2006,5,33,0.2577807848443843
2006,5,34,0.3426745329400196
2006,5,36,0.3357708714198659
2006,5,37,0.2991612301957129
2006,5,38,0.2639333760409993
2006,5,39,0.6319444444444444
2006,5,40,0.2258064516129032
2006,5,41,0.2794486215538847
2006,6,1,0.4577360355907068
2006,6,2,0.404659717964439
2006,6,3,0.3867429661421078
2006,6,4,0.3315864697474988
2006,6,5,0.5454545454545454
2006,6,6,0.2857142857142857
2006,6,7,0.4242902208201893
2006,6,8,0.3274760383386581
2006,6,9,0.3951890034364261
2006,6,10,0.3321799307958477
2006,6,11,0.3436928702010969
2006,6,12,0.3632887189292543
2006,6,13,0.3629411764705882
2006,6,14,0.4581673306772908
2006,6,15,0.4012345679012346
2006,6,16,0.3026196928635953
2006,6,17,0.3159203980099502
2006,6,18,0.3789473684210526
2006,6,19,0.3397727272727273
2006,6,20,0.3326015367727771
2006,6,21,1.0
2006,6,22,0.2911534154535274
2006,6,23,0.4164077066500932
2006,6,24,0.3697698744769874
2006,6,25,0.2627986348122867
2006,6,26,0.2619047619047619
2006,6,27,0.5833333333333334
2006,6,28,0.4164115125535824
2006,6,29,0.3907828282828283
2006,6,30,0.3276098901098901
2006,6,31,0.4117647058823529
2006,6,32,0.3517156862745098
2006,6,33,0.4162011173184357
2006,6,34,0.3317073170731707
2006,6,35,0.4193548387096774
2006,6,36,1.0
2006,6,37,0.3024193548387097
2006,6,38,0.3333333333333333
2006,7,1,0.4165781083953241
2006,7,2,0.3818827708703374
2006,7,4,0.3197755960729312
2006,7,5,0.3691507798960138
2006,7,6,0.3803418803418803
2006,7,7,0.374074074074074
2006,7,8,0.3537469782433521
2006,7,9,0.2166666666666666
2006,7,10,0.3452380952380952
2006,7,11,0.322289156626506
2006,7,12,0.3631578947368421
2006,7,13,0.3145384190160309
2006,7,14,0.392626728110599
2006,7,15,0.6103896103896104
2006,7,16,0.3451443569553806
2006,7,17,0.3561046511627907
2006,7,19,0.3152594887683966
2006,7,20,0.4270833333333333
2006,7,21,0.3783333333333333
2006,7,22,0.415964024732996
2006,7,23,0.3229901269393512
2006,7,25,0.436241610738255
2006,7,26,0.4006622516556291
2006,7,27,0.418552036199095
2006,7,28,0.2568965517241379
2006,7,29,0.357685009487666
2006,7,30,0.3645833333333333
2006,7,31,0.3695652173913043
2006,8,1,0.4236220472440944
2006,8,2,0.5096153846153846
2006,8,3,0.4104046242774566
2006,8,5,0.4370229007633587
2006,8,6,0.5606060606060606
2006,8,7,0.0997581620314389
2006,8,8,0.5427350427350427
2006,8,9,0.4004065040650406
2006,8,10,0.3717948717948718
2006,8,11,0.4347457627118644
2006,8,12,0.4299694189602446
2006,8,13,0.4040955631399317
2006,8,14,0.4075471698113208
2006,8,15,0.4777327935222672
2006,8,16,0.4857142857142857
2006,8,17,0.3744394618834081
2006,8,18,0.5657492354740061
2006,8,20,0.2447679708826205
2006,8,21,1.0
2006,8,24,0.490566037735849
2006,8,25,0.5375939849624061
2006,8,26,0.4232804232804232
2006,8,27,0.4914089347079037
2006,8,28,0.2961038961038961
2006,8,29,0.4408482142857143
2006,8,30,0.336289726533629
2006,8,31,0.3739071956960322
2006,8,32,0.55
2006,8,33,0.022508038585209
2006,8,35,0.3559928443649374
2006,8,36,0.4587509637625289
2006,8,37,0.3028515240904621
2006,8,38,0.3272727272727272
2006,8,39,0.6543778801843319
2006,8,40,0.5723270440251572
2006,8,41,0.4948453608247423
2006,9,1,0.2568627450980392
2006,9,2,0.3722782793414764
2006,9,3,0.5534883720930233
2006,9,4,0.3259471050750536
2006,9,5,0.4123188405797101
2006,9,6,0.404040404040404
2006,9,7,0.5306122448979592
2006,9,8,0.3888280394304491
2006,9,9,0.3944444444444444
2006,9,10,0.4225739848589126
2006,9,11,0.3823529411764705
2006,9,12,0.3004824259131633
2006,9,13,0.2479764532744665
2006,9,14,0.4039115646258503
2006,9,15,0.4193925233644859
2006,9,16,0.3604651162790697
2006,9,18,0.3857308584686775
2006,9,19,0.3446634942216179
2006,9,21,0.3759640102827764
2006,9,22,0.3225558121632024
2006,9,23,0.4299065420560747
2006,9,24,0.3549679487179487
2006,9,25,0.44
2006,9,27,0.3049467752035065
2006,10,1,0.4234234234234234
2006,10,2,0.2793553338449731
2006,10,3,0.4474835886214442
2006,10,4,0.3507951356407858
2006,10,5,0.3557692307692308
2006,10,6,0.293069306930693
2006,10,8,0.3987068965517241
2006,10,10,0.5506329113924051
2006,10,14,0.5035460992907801
2006,10,15,0.2895622895622896
2006,10,16,0.241917502787068
2006,10,17,0.4403409090909091
2006,10,18,0.4906832298136646
2006,10,19,0.1907894736842105
2006,10,20,0.468944099378882
2006,10,21,0.5758754863813229
2006,10,22,0.4336569579288026
2006,10,23,0.2471098265895953
2006,10,24,0.5377049180327869
2006,10,25,0.237037037037037
2006,10,26,0.5397727272727273
2006,10,27,0.3929961089494163
2006,10,28,0.3396436525612472
2006,10,29,0.3670886075949367
2006,10,30,0.3240857503152585
2006,10,31,0.3685152057245081
2006,10,32,0.2741087083576856
2006,10,33,0.3234624145785877
2006,10,34,0.3348684210526316
2006,10,35,0.4187192118226601
2006,10,36,0.3461538461538461
2006,10,37,1.0
2006,10,38,0.2675496688741722
2006,10,39,0.337620578778135
2006,10,40,0.3080974325213956
2006,10,41,0.39209726443769
2006,10,42,0.3646228974498101
2006,10,43,0.3096446700507614
2006,10,44,0.390482855143457
2006,10,45,0.3208469055374592
2006,10,46,0.6963350785340314
2006,10,47,0.7553956834532374
2006,10,48,0.4586160108548168
2006,10,49,0.4696132596685083
2006,11,1,0.4073260073260073
2006,11,2,0.4711246200607902
2006,11,3,1.0
2006,11,4,0.3846153846153846
2006,11,5,0.3468586387434555
2006,11,7,0.469758064516129
2006,11,8,0.4167803547066848
2006,11,9,0.2844364937388193
2006,11,10,0.276978417266187
2006,11,11,0.5345911949685535
2006,11,12,0.4142394822006472
2006,11,13,0.3925619834710744
2006,11,14,0.3529411764705882
2006,11,15,0.6363636363636364
2006,11,16,0.2733378106111484
2006,11,19,0.4838160136286201
2006,11,20,0.4518348623853211
2006,11,21,0.3674121405750798
2006,11,22,0.283043197936815
2006,11,23,0.4265402843601896
2006,11,24,0.3004513217279175
2006,11,25,0.3775689958896066
2006,11,26,0.6017191977077364
2006,11,27,0.4704225352112676
2006,11,28,0.5916666666666667
2006,11,29,0.5160349854227405
2006,11,30,0.5755102040816327
2006,11,31,0.3401741293532338
2006,11,32,0.3873994638069705
2006,11,33,0.2998027613412228
2006,11,34,0.5515463917525774
2006,11,35,0.3040877367896311
2006,11,36,0.33306645316253
2006,11,37,0.4061371841155234
2006,11,38,0.7777777777777778
2006,11,40,0.3625632377740304
2006,11,41,0.3886861313868613
2006,11,42,0.3777003484320557
2006,12,1,0.3447127393838468
2006,12,2,0.4005979073243647
2006,12,3,0.4172583287820863
2006,12,4,0.6519607843137255
2006,12,5,0.3043478260869565
2006,12,6,0.4061409630146546
2006,12,7,0.3937644341801385
2006,12,8,0.4669856459330143
2006,12,9,0.2846251588310038
2006,12,10,0.3412698412698413
2006,12,12,0.1529411764705882
2006,12,13,0.3878600823045267
2006,12,14,0.327140549273021
2006,12,15,0.5131578947368421
2006,12,17,0.3953900709219858
2006,12,18,0.3892857142857143
2006,12,19,0.3337975858867223
2006,12,20,0.3131832797427653
2006,12,21,0.1538461538461538
2006,12,23,0.3708609271523179
2006,12,24,0.36779324055666
2006,12,25,0.2988929889298893
2006,12,26,0.2345248474280732
2006,12,27,0.1448275862068965
2006,12,28,0.3095422808378588
2006,12,29,0.3898561695685087
2006,12,30,0.3559870550161812
2006,12,31,0.3411764705882353
2006,12,32,0.2698231602966343
2006,12,33,0.3093065693430657
2006,12,34,0.2806221646143875
2006,12,35,0.2487736510161177
2006,12,36,0.6887755102040817
2006,13,1,0.2908704883227176
2006,13,2,0.4508670520231214
2006,13,3,0.3747108712413261
2006,13,4,0.1111111111111111
2006,13,5,0.3504784688995215
2006,13,7,0.4067484662576687
2006,13,8,0.4219464402351404
2006,13,9,0.4339093881363848
2006,13,10,0.4247311827956989
2006,13,11,0.4523990860624524
2006,13,12,0.4524733268671193
2006,13,13,0.4360374414976599
2006,13,14,0.4458841463414634
2006,13,15,0.3570887035633055
2006,13,16,0.3339882121807465
2006,13,17,0.5152671755725191
2006,13,18,0.488479262672811
2006,13,19,0.4896907216494845
2006,13,20,0.7427184466019418
2006,13,21,0.5245098039215687
2006,13,22,0.5242718446601942
2006,13,23,0.5531914893617021
2006,13,24,0.6078431372549019
2006,13,25,0.4842105263157895
2006,13,26,0.5787401574803149
2006,13,27,0.4425087108013937
2006,13,28,0.5305164319248826
2006,13,29,0.44
2006,13,30,0.5657142857142857
2006,13,31,0.5830258302583026
2006,13,32,0.4580265095729013
2006,13,33,0.4392523364485981
2006,13,34,0.46
2006,13,35,0.4109195402298851
2006,13,36,0.4625905068382944
2006,13,37,0.5007949125596184
2006,13,38,0.3825960136120564
2006,13,39,0.5658362989323843
2006,13,41,0.5205992509363296
2006,13,42,0.5482954545454546
2006,13,43,0.463898916967509
2006,13,44,0.2295081967213114
2006,13,45,0.6341463414634146
2006,14,1,0.3902439024390244
2006,14,2,0.4436008676789588
2006,14,3,0.4896265560165975
2006,14,4,0.3552123552123552
2006,14,5,0.4038847957133288
2006,14,6,0.3770491803278688
2006,14,7,0.4288034650785057
2006,14,8,0.4532346063912704
2006,14,10,0.4479784366576819
2006,14,11,0.4298440979955457
2006,14,12,0.2602040816326531
2006,14,13,0.3483076923076923
2006,14,14,0.4930232558139535
2006,14,15,0.6176470588235294
2006,14,16,0.361311475409836
2006,14,19,0.2844827586206896
2006,14,20,0.3696788648244959
2006,14,21,0.6534954407294833
2006,14,22,0.3502304147465437
2006,14,23,0.21875
2006,14,24,0.3592233009708738
2006,14,25,0.4403361344537815
2006,14,26,0.3958165728077232
2006,14,27,0.3763066202090592
2006,14,28,0.375886524822695
2006,14,29,0.3631961259079903
2006,14,31,0.4718309859154929
2006,14,32,0.3520518358531317
2006,14,33,1.0
2006,14,34,0.4586160108548168
2006,14,35,1.0
2006,15,1,0.44
2006,15,2,0.3479304139172166
2006,15,3,0.3219628964691801
2006,15,4,0.7432432432432432
2006,15,5,0.3095467695274831
2006,15,6,0.5286885245901639
2006,15,7,0.215547703180212
2006,15,8,0.3752783964365256
2006,15,9,0.3364406779661017
2006,15,10,0.7107843137254902
2006,15,11,0.3519091847265221
2006,15,12,0.3634854771784232
2006,15,14,0.2459605026929982
2006,15,17,0.6652892561983471
2006,15,18,0.5111940298507462
2006,15,19,0.1798561151079136
2006,15,20,0.3678571428571429
2006,15,21,0.2889908256880734
2006,15,22,0.301775147928994
2006,15,23,0.3426724137931034
2006,15,24,0.296010296010296
2006,15,25,0.3895424836601307
2006,15,26,0.4382470119521912
2006,15,27,0.3640350877192982
2006,15,28,0.4142259414225941
2006,15,29,0.4527027027027027
2006,15,30,0.531496062992126
2006,15,31,0.3181818181818182
2006,15,32,0.2969821673525377
2006,15,33,0.2951030927835051
2006,15,34,0.2554922701383238
2006,15,35,0.3479853479853479
2006,15,36,0.3154121863799283
2006,15,37,0.2956577266922094
2006,15,38,0.5864022662889519
2006,15,39,0.3043478260869565
2006,15,40,0.2979242979242979
2006,15,41,0.3160296634341129
2006,15,42,0.6453488372093024
2006,15,43,0.7588235294117647
2006,15,44,0.471326164874552
2006,16,1,0.3909304143862392
2006,16,2,0.196078431372549
2006,16,3,0.3331099195710456
2006,16,4,0.3758333333333333
2006,16,5,0.4036511156186612
2006,16,6,0.4460227272727273
2006,16,7,0.2755966127790608
2006,16,8,0.4105610561056105
2006,16,9,0.4638480392156863
2006,16,10,0.451966473243069
2006,16,11,0.3622620380739081
2006,16,12,0.2991366175723717
2006,16,13,0.3828996282527881
2006,16,14,0.3824514400535834
2006,16,15,0.3947368421052631
2006,16,16,0.4073170731707317
2006,16,17,0.3626707132018209
2006,16,18,0.2694063926940639
2006,16,19,0.3060465116279069
2006,16,20,0.3859964093357271
2006,16,21,0.3878504672897196
2006,16,22,0.370253164556962
2006,16,24,0.34
2006,16,25,0.7226277372262774
2006,16,26,0.3115024766097963
2006,16,27,0.3287671232876712
2006,16,28,0.3761713520749665
2006,16,29,0.4270205066344994
2006,16,30,0.6045627376425855
2006,16,31,0.4902912621359223
2006,16,32,0.4369230769230769
2006,16,33,0.5391304347826087
2006,17,1,0.3064516129032258
2006,17,2,0.3368365738307934
2006,17,3,0.3676307007786429
2006,17,5,0.4281183932346723
2006,17,6,0.341804979253112
2006,17,7,0.3340552246886843
2006,17,8,0.4005763688760806
2006,17,10,0.319683908045977
2006,17,11,0.3469656992084433
2006,17,12,0.3536423841059603
2006,17,13,0.3609251369446135
2006,17,14,0.3921808185705559
2006,17,15,0.4371894960965223
2006,17,16,0.3380876914949815
2006,17,17,0.379652605459057
2006,17,19,0.4355300859598854
2006,17,20,0.6301369863013698
2006,17,21,0.3293084522502744
2006,17,22,0.3460190285428142
2006,17,23,0.3687744823726916
2006,17,25,0.3153526970954357
2006,18,1,0.3120805369127516
2006,18,3,0.301255230125523
2006,18,4,0.2590815627141878
2006,18,5,0.3816067653276955
2006,18,6,0.3434670116429495
2006,18,7,0.3694444444444444
2006,18,8,0.3802315227070347
2006,18,9,0.3558282208588957
2006,18,10,0.296068796068796
2006,18,11,0.5185185185185185
2006,18,12,0.3710629921259842
2006,18,13,0.3954716981132075
2006,18,14,0.3730822873082287
2006,18,15,0.4191419141914191
2006,18,16,0.2946828955797566
2006,18,17,0.3225404732254047
2006,18,18,0.2605177993527508
2006,18,19,0.25
2006,18,20,0.4747474747474747
2006,18,22,0.3254237288135593
2006,18,23,0.2965116279069767
2006,18,24,0.3098318240620957
2006,18,25,0.3125
2006,18,26,0.3313782991202346
2006,19,1,0.3265306122448979
2006,19,2,0.3408466190214403
2006,19,3,0.3056080655324512
2006,19,4,0.3596730245231607
2006,19,5,0.3551797040169133
2006,19,6,0.3940425531914893
2006,19,8,0.3248199083169613
2006,19,9,0.4137115839243498
2006,19,10,0.5449101796407185
2006,19,11,0.3612197028928851
2006,19,12,0.3375722543352601
2006,19,13,0.3065088757396449
2006,19,14,0.3010979729729729
2006,19,15,0.3553719008264462
2006,19,16,0.3227114716106605
2006,19,17,0.2877959927140255
2006,19,18,0.3231151615575808
2006,19,19,0.3301237964236588
2006,19,20,0.6071428571428571
2006,19,21,0.1111111111111111
2006,19,22,0.2964939024390244
2006,19,23,0.3134328358208955
2006,19,24,0.3106976744186046
2006,19,25,0.3070229956494717
2006,19,26,0.5408163265306123
2006,19,27,0.3393285371702638
2006,19,28,0.364963503649635
2006,19,29,0.2504051863857374
2006,19,30,0.4129353233830846
2006,19,31,0.4838709677419355
2006,19,32,1.0
2006,19,33,0.292806484295846
2006,20,1,0.4647887323943662
2006,20,2,0.4690026954177897
2006,20,3,0.358235294117647
2006,20,4,0.3457943925233644
2006,20,5,0.3862733976176971
2006,20,6,0.2987012987012987
2006,20,7,0.4549356223175965
2006,20,8,0.0639269406392694
2006,20,9,0.4189120488052872
2006,20,10,0.4756554307116105
2006,20,11,0.1728395061728395
2006,20,12,0.4546099290780142
2006,20,13,0.3276595744680851
2006,20,14,0.4591194968553459
2006,20,16,0.056125528062764
2006,20,17,0.5306122448979592
2006,20,18,0.4236453201970443
2006,20,19,0.4110898661567878
2006,20,20,0.5141509433962265
2006,20,21,0.2351752021563342
2006,20,22,0.411297440423654
2006,20,23,0.3947955390334572
2006,20,24,0.3437815975733064
2006,20,25,0.124223602484472
2006,20,26,0.343313373253493
2006,20,27,0.2885906040268456
2006,20,28,0.3472527472527472
2006,20,29,0.4184168012924071
2006,20,30,1.0
2006,20,31,0.2529457973291437
2006,20,32,0.2489055659787367
2006,20,33,0.4482758620689655
2006,20,34,0.4216133942161339
2006,20,35,0.2289855072463768
2006,20,36,0.3869839048285514
2006,20,37,0.3282172373081464
2006,20,38,0.4032258064516129
2006,20,39,0.2508169934640523
2006,20,40,0.4445118253486961
2006,20,41,0.4748427672955975
2006,20,42,0.4872611464968153
2006,20,43,1.0
2006,20,44,0.3293310463121784
2006,20,45,0.3006535947712418
2006,20,46,0.3154034229828851
2006,20,47,1.0
2006,20,48,0.2948402948402948
2006,20,49,0.2596685082872928
2006,20,50,0.4204081632653061
2006,20,51,0.3118503118503118
2006,20,52,0.2470799640610961
2006,20,53,0.2454545454545454
2006,20,54,1.0
2006,21,1,0.4324324324324324
2006,21,2,0.368296155671571
2006,21,3,0.3458376156217883
2006,21,5,0.2647058823529412
2006,21,6,0.4507317073170732
2006,21,7,0.4576687116564417
2006,21,8,0.3625662154208358
2006,21,9,0.4145847400405131
2006,21,10,0.6096774193548387
2006,21,11,0.4288299155609167
2006,21,12,0.5381526104417671
2006,21,13,0.4059405940594059
2006,21,14,0.8455882352941176
2006,21,16,0.4284552845528455
2006,21,17,0.4801548886737657
2006,21,18,0.505741127348643
2006,21,19,0.4626108998732572
2006,21,21,0.4750869061413673
2006,21,22,0.4801324503311258
2006,21,23,0.3802559414990859
2006,21,24,0.6717948717948717
2006,21,25,0.4257217847769028
2006,21,26,0.522815158546017
2006,21,27,0.4108034498411257
2006,21,28,0.5707547169811321
2006,21,29,0.0966057441253263
2006,21,30,0.4249146757679181
2006,21,31,0.6946564885496184
2006,21,33,0.4988532110091743
2006,21,35,0.3077625570776255
2006,21,36,1.0
2006,22,1,0.2986850344395742
2006,22,2,0.4143646408839779
2006,22,3,0.3682170542635659
2006,22,4,0.3283582089552239
2006,22,5,0.5803108808290155
2006,22,6,0.3127501429388222
2006,22,7,0.3423127463863337
2006,22,8,0.4308035714285714
2006,22,9,0.3471264367816092
2006,22,10,0.4014945652173913
2006,22,11,0.3517369727047146
2006,22,12,0.2877887788778878
2006,22,13,0.3853354134165366
2006,22,14,0.4445107398568019
2006,22,15,0.45126993502658
2006,22,16,0.4424379232505643
2006,22,17,0.8840579710144928
2006,22,18,0.5470588235294118
2006,22,19,0.3943298969072165
2006,22,20,0.447653429602888
2006,22,21,0.4185094185094185
2006,22,22,0.4247491638795986
2006,22,23,0.5391705069124424
2006,22,24,0.4437869822485207
2006,22,25,0.4281072298943948
2006,22,26,0.3573008849557522
2006,22,27,0.3763440860215054
2006,22,28,0.4142011834319526
2006,22,29,0.4461077844311377
2006,22,30,0.299719887955182
2006,22,32,0.2990083905415713
2006,22,33,0.4260089686098655
2006,22,34,0.6445783132530121
2006,22,35,0.3756906077348066
2006,22,36,0.3756862745098039
2006,22,37,0.5238095238095238
2006,22,38,0.5657894736842105
2006,22,39,0.4114832535885167
2006,22,40,0.4291187739463601
2006,22,41,0.3392265193370166
2006,22,42,0.3878865979381443
2006,22,43,0.4192825112107623
2006,22,44,0.4351464435146444
2006,23,1,0.3086325439266615
2006,23,2,0.3261703760552571
2006,23,3,0.3711111111111111
2006,23,4,0.3578947368421052
2006,23,5,0.2915129151291513
2006,23,7,0.3945518453427065
2006,23,8,0.40625
2006,23,9,0.3626373626373626
2006,23,10,0.3024075161479742
2006,23,11,0.3218029350104822
2006,23,12,0.3951515151515151
2006,23,13,0.3042091836734694
2006,23,14,0.6004842615012107
2006,23,15,0.33125
2006,23,16,0.2570212765957447
2006,23,17,0.2942295497780596
2006,23,18,0.2382903981264637
2006,23,19,0.1933809214795587
2006,23,20,0.2423208191126279
2006,23,21,0.3694267515923566
2006,23,22,0.3990120746432491
2006,23,23,0.2164179104477611
2006,23,24,0.5440613026819924
2006,23,25,0.1583783783783783
2006,23,27,0.2384981491274458
2006,23,28,0.2484210526315789
2006,23,29,0.1984171848501978
2006,23,30,0.2669220945083014
2006,23,31,0.2931547619047619
2006,23,32,0.3237951807228915
2006,23,33,0.3139784946236559
2006,23,34,0.3513513513513513
2006,23,35,0.3641618497109826
2006,23,36,0.5689149560117303
2006,23,37,0.3344947735191638
2006,23,38,0.7894736842105263
2006,23,39,0.4061032863849765
2006,23,40,0.2164705882352941
2006,23,41,0.5050251256281407
2006,23,42,0.3167082294264339
2006,23,43,0.519774011299435
2006,23,44,0.3152400835073068
2006,23,45,0.2036474164133738
2006,23,46,0.3195635229929852
2006,23,47,0.3101231922870915
2006,23,48,0.4385101897399859
2006,23,49,0.4145299145299145
2006,23,50,0.5674603174603174
2006,23,52,0.3586206896551724
2006,23,53,0.2302158273381295
2006,23,54,0.4776536312849162
2006,24,1,0.3009383378016085
2006,24,2,0.5056179775280899
2006,24,3,0.3641188959660297
2006,24,4,0.2817551963048499
2006,24,5,0.4599483204134367
2006,24,6,0.3107672469374597
2006,24,7,0.38
2006,24,10,0.3534635879218472
2006,24,11,0.4576271186440678
2006,24,12,0.2989084802686818
2006,24,13,0.2949471210340775
2006,24,14,0.5439560439560439
2006,24,15,0.3037156704361874
2006,24,16,0.2932116371933828
2006,24,18,0.2721342031686859
2006,24,19,0.2586666666666666
2006,24,20,0.2962962962962963
2006,24,21,0.2113916617733411
2006,24,22,0.5583756345177665
2006,24,23,0.1128608923884514
2006,24,24,0.3203957382039574
2006,24,25,0.2658959537572254
2006,24,26,0.3049946865037194
2006,24,27,0.3494837172359015
2006,24,28,0.345350052246604
2006,24,29,0.2351097178683385
2006,24,30,0.2849713988559542
2006,24,31,0.5708502024291497
2006,24,32,0.4293628808864266
2006,24,33,0.2197599261311172
2006,24,34,0.4110738255033557
2006,24,35,0.2746781115879828
2006,24,36,0.2945945945945946
2006,24,37,0.3096976016684046
2006,24,38,0.9791666666666666
2006,24,39,0.2655889145496535
2006,24,40,0.4383561643835616
2006,24,41,0.3809523809523809
2006,24,42,0.4067622950819672
2006,24,43,0.3450980392156862
2006,24,44,0.3629587155963302
2006,24,45,0.2793398533007335
2006,24,46,0.4821428571428571
2006,24,47,0.2652296157450796
2006,24,48,0.4848484848484848
2006,24,49,0.4222222222222222
2006,24,50,0.25
2006,25,1,0.3474462365591398
2006,25,2,0.2378686964795432
2006,25,4,0.3329362715902322
2006,25,5,0.272829131652661
2006,25,6,0.2524038461538461
2006,25,7,0.283266129032258
2006,25,8,0.3390256152687091
2006,25,9,0.3144409937888199
2006,25,10,0.3146176185866408
2006,25,11,0.2841059602649006
2006,25,12,0.3377348908075165
2006,25,13,0.4057450628366247
2006,25,14,0.4449818621523579
2006,25,15,0.2421052631578947
2006,25,16,0.351123595505618
2006,25,17,0.2455621301775148
2006,25,18,0.4253731343283582
2006,25,19,0.406196213425129
2006,25,20,0.3731030873888016
2006,25,21,0.4179310344827586
2006,25,22,0.3490566037735849
2006,25,23,0.2761506276150627
2006,25,24,0.3964646464646464
2006,25,25,0.2916666666666667
2006,25,26,0.3380952380952381
